id,category,difficulty,difficulty_normalized,topic,question,option_a,option_b,option_c,option_d,option_e,option_f,answer,solution,source_file,source_repo
203,06 Technical Aptitude (Basic Programming and AIML Concepts),01 Basic,easy,Programming Fundamentals (1–20),What is the value of `x` after this Java code: `int x = 10; x += 5;`?,,,,,,,15,"`x += 5` is equivalent to `x = x + 5`. So, `x = 10 + 5 = 15`.",06 Technical Aptitude (Basic Programming and AIML Concepts)/01 Basic/README.md,https://github.com/rohanmistry231/CSE-Aptitude-Test-Practice-Hub
204,06 Technical Aptitude (Basic Programming and AIML Concepts),01 Basic,easy,Programming Fundamentals (1–20),"In C++, what is the output of: `int a = 3, b = 4; cout << a + b;`?",,,,,,,7,`a + b = 3 + 4 = 7`. `cout` prints `7`.,06 Technical Aptitude (Basic Programming and AIML Concepts)/01 Basic/README.md,https://github.com/rohanmistry231/CSE-Aptitude-Test-Practice-Hub
205,06 Technical Aptitude (Basic Programming and AIML Concepts),01 Basic,easy,Programming Fundamentals (1–20),"What does this Python code do: `x = [1, 2, 3]; x.append(4)`?",,,,,,,Adds 4 to the list,"`append(4)` adds `4` to the end of the list `x`. New list: `[1, 2, 3, 4]`.",06 Technical Aptitude (Basic Programming and AIML Concepts)/01 Basic/README.md,https://github.com/rohanmistry231/CSE-Aptitude-Test-Practice-Hub
206,06 Technical Aptitude (Basic Programming and AIML Concepts),01 Basic,easy,Programming Fundamentals (1–20),"In C, what is the output of: `int x = 8; printf(""%d"", x >> 1);`?",,,,,,,4,`x >> 1` performs a right shift. `8` (binary `1000`) shifts to `0100` (4).,06 Technical Aptitude (Basic Programming and AIML Concepts)/01 Basic/README.md,https://github.com/rohanmistry231/CSE-Aptitude-Test-Practice-Hub
207,06 Technical Aptitude (Basic Programming and AIML Concepts),01 Basic,easy,Programming Fundamentals (1–20),"In Java, what is the output of: `boolean x = true; System.out.println(!x);`?",,,,,,,false,`!x` negates `true` to `false`.,06 Technical Aptitude (Basic Programming and AIML Concepts)/01 Basic/README.md,https://github.com/rohanmistry231/CSE-Aptitude-Test-Practice-Hub
208,06 Technical Aptitude (Basic Programming and AIML Concepts),01 Basic,easy,Programming Fundamentals (1–20),What is the output of this Python code: `x = 10; y = 3; print(x // y)`?,,,,,,,3,`//` is floor division: `10 // 3 = 3` (quotient without remainder).,06 Technical Aptitude (Basic Programming and AIML Concepts)/01 Basic/README.md,https://github.com/rohanmistry231/CSE-Aptitude-Test-Practice-Hub
209,06 Technical Aptitude (Basic Programming and AIML Concepts),01 Basic,easy,Programming Fundamentals (1–20),"In C++, what is the output of: `int x = 5; if(x > 3) cout << ""Yes""; else cout << ""No"";`?",,,,,,,Yes,"`x = 5 > 3`, so `if` condition is true. Prints `Yes`.",06 Technical Aptitude (Basic Programming and AIML Concepts)/01 Basic/README.md,https://github.com/rohanmistry231/CSE-Aptitude-Test-Practice-Hub
210,06 Technical Aptitude (Basic Programming and AIML Concepts),01 Basic,easy,Programming Fundamentals (1–20),"In Python, what is the output of: `for i in range(3): print(i)`?",,,,,,,,"`range(3)` generates `0, 1, 2`. Loop prints each value. 0 1 2",06 Technical Aptitude (Basic Programming and AIML Concepts)/01 Basic/README.md,https://github.com/rohanmistry231/CSE-Aptitude-Test-Practice-Hub
211,06 Technical Aptitude (Basic Programming and AIML Concepts),01 Basic,easy,Programming Fundamentals (1–20),"In C, what is the output of: `int x = 3; printf(""%d"", x & 1);`?",,,,,,,1,`x & 1` performs bitwise AND. `3` (binary `11`) AND `1` (binary `01`) = `01` (1).,06 Technical Aptitude (Basic Programming and AIML Concepts)/01 Basic/README.md,https://github.com/rohanmistry231/CSE-Aptitude-Test-Practice-Hub
212,06 Technical Aptitude (Basic Programming and AIML Concepts),01 Basic,easy,Programming Fundamentals (1–20),"In Java, what is the output of: `int x = 7; System.out.println(x % 2);`?",,,,,,,1,`%` is modulus: `7 % 2 = 1` (remainder).,06 Technical Aptitude (Basic Programming and AIML Concepts)/01 Basic/README.md,https://github.com/rohanmistry231/CSE-Aptitude-Test-Practice-Hub
213,06 Technical Aptitude (Basic Programming and AIML Concepts),01 Basic,easy,Programming Fundamentals (1–20),"In Python, what is the output of: `x = [1, 2]; x.pop(0); print(x)`?",,,,,,,[2],`pop(0)` removes the element at index `0` (1). New list: `[2]`.,06 Technical Aptitude (Basic Programming and AIML Concepts)/01 Basic/README.md,https://github.com/rohanmistry231/CSE-Aptitude-Test-Practice-Hub
214,06 Technical Aptitude (Basic Programming and AIML Concepts),01 Basic,easy,Programming Fundamentals (1–20),"In C++, what is the output of: `int x = 4; cout << ++x;`?",,,,,,,5,"`++x` is pre-increment, so `x` becomes `5`, and `5` is printed.",06 Technical Aptitude (Basic Programming and AIML Concepts)/01 Basic/README.md,https://github.com/rohanmistry231/CSE-Aptitude-Test-Practice-Hub
215,06 Technical Aptitude (Basic Programming and AIML Concepts),02 Intermediate,medium,Programming Fundamentals (1–20),"What is the output of this C code: `int x = 5; printf(""%d %d"", x++, ++x);`?",,,,,,,6 6,"In `printf`, arguments are evaluated right-to-left. `++x` increments `x` to 6, then `x++` uses 6 and increments `x` to 7. Output: `6 6`.",06 Technical Aptitude (Basic Programming and AIML Concepts)/02 Intermediate/README.md,https://github.com/rohanmistry231/CSE-Aptitude-Test-Practice-Hub
216,06 Technical Aptitude (Basic Programming and AIML Concepts),02 Intermediate,medium,Programming Fundamentals (1–20),"In Python, what is the output of: `x = [1, 2, 3]; y = x; y[0] = 4; print(x)`?",,,,,,,"[4, 2, 3]","`y = x` creates a reference to the same list. Modifying `y[0]` changes `x`. Output: `[4, 2, 3]`.",06 Technical Aptitude (Basic Programming and AIML Concepts)/02 Intermediate/README.md,https://github.com/rohanmistry231/CSE-Aptitude-Test-Practice-Hub
217,06 Technical Aptitude (Basic Programming and AIML Concepts),02 Intermediate,medium,Programming Fundamentals (1–20),"In Java, what is the output of: `String s = ""hello""; s = s.concat("" world""); System.out.println(s);`?",,,,,,,hello world,"`concat` creates a new string `""hello world""`. Output: `hello world`.",06 Technical Aptitude (Basic Programming and AIML Concepts)/02 Intermediate/README.md,https://github.com/rohanmistry231/CSE-Aptitude-Test-Practice-Hub
218,06 Technical Aptitude (Basic Programming and AIML Concepts),02 Intermediate,medium,Programming Fundamentals (1–20),"In C++, what is the output of: `int x = 10; cout << (x > 5 ? x : 5);`?",,,,,,,10,"Ternary operator: `x > 5` is true, so prints `x = 10`.",06 Technical Aptitude (Basic Programming and AIML Concepts)/02 Intermediate/README.md,https://github.com/rohanmistry231/CSE-Aptitude-Test-Practice-Hub
219,06 Technical Aptitude (Basic Programming and AIML Concepts),02 Intermediate,medium,Programming Fundamentals (1–20),"In Python, what is the output of: `def f(x): x += 1; x = 5; f(x); print(x)`?",,,,,,,5,Python passes integers by value. `x` inside `f` is local. Output: `5`.,06 Technical Aptitude (Basic Programming and AIML Concepts)/02 Intermediate/README.md,https://github.com/rohanmistry231/CSE-Aptitude-Test-Practice-Hub
220,06 Technical Aptitude (Basic Programming and AIML Concepts),02 Intermediate,medium,Programming Fundamentals (1–20),"In C, what is the output of: `int x = 10; printf(""%d"", x << 2);`?",,,,,,,40,`x << 2` left-shifts `10` (binary `1010`) to `101000` (40).,06 Technical Aptitude (Basic Programming and AIML Concepts)/02 Intermediate/README.md,https://github.com/rohanmistry231/CSE-Aptitude-Test-Practice-Hub
221,06 Technical Aptitude (Basic Programming and AIML Concepts),02 Intermediate,medium,Programming Fundamentals (1–20),"In Java, what is the output of: `int[] arr = {1, 2, 3}; System.out.println(arr[arr.length - 1]);`?",,,,,,,3,`arr.length - 1 = 2`. `arr[2] = 3`.,06 Technical Aptitude (Basic Programming and AIML Concepts)/02 Intermediate/README.md,https://github.com/rohanmistry231/CSE-Aptitude-Test-Practice-Hub
222,06 Technical Aptitude (Basic Programming and AIML Concepts),02 Intermediate,medium,Programming Fundamentals (1–20),"In Python, what is the output of: `x = {1: 'a', 2: 'b'}; x.update({2: 'c'}); print(x)`?",,,,,,,"{1: 'a', 2: 'c'}","`update` modifies key `2` to `'c'`. Output: `{1: 'a', 2: 'c'}`.",06 Technical Aptitude (Basic Programming and AIML Concepts)/02 Intermediate/README.md,https://github.com/rohanmistry231/CSE-Aptitude-Test-Practice-Hub
223,06 Technical Aptitude (Basic Programming and AIML Concepts),02 Intermediate,medium,Programming Fundamentals (1–20),"In C++, what is the output of: `int x = 5; for(int i = 0; i < 3; i++) x *= 2; cout << x;`?",,,,,,,40,Loop: `x = 5 * 2 * 2 * 2 = 40`.,06 Technical Aptitude (Basic Programming and AIML Concepts)/02 Intermediate/README.md,https://github.com/rohanmistry231/CSE-Aptitude-Test-Practice-Hub
224,06 Technical Aptitude (Basic Programming and AIML Concepts),02 Intermediate,medium,Programming Fundamentals (1–20),"In C, what is the output of: `int a = 7, b = 3; printf(""%d"", a ^ b);`?",,,,,,,4,`a ^ b`: `7` (binary `111`) XOR `3` (binary `011`) = `100` (4).,06 Technical Aptitude (Basic Programming and AIML Concepts)/02 Intermediate/README.md,https://github.com/rohanmistry231/CSE-Aptitude-Test-Practice-Hub
225,06 Technical Aptitude (Basic Programming and AIML Concepts),02 Intermediate,medium,Programming Fundamentals (1–20),"In Python, what is the output of: `x = [1, 2, 3]; print(x[1:3])`?",,,,,,,"[2, 3]","Slicing `[1:3]` includes indices 1 to 2: `[2, 3]`.",06 Technical Aptitude (Basic Programming and AIML Concepts)/02 Intermediate/README.md,https://github.com/rohanmistry231/CSE-Aptitude-Test-Practice-Hub
226,06 Technical Aptitude (Basic Programming and AIML Concepts),02 Intermediate,medium,Programming Fundamentals (1–20),"In Java, what is the output of: `int x = 15; System.out.println(x & (x - 1));`?",,,,,,,14,`x & (x - 1)` clears the least significant set bit. `15` (binary `1111`) & `14` (binary `1110`) = `1110` (14).,06 Technical Aptitude (Basic Programming and AIML Concepts)/02 Intermediate/README.md,https://github.com/rohanmistry231/CSE-Aptitude-Test-Practice-Hub
227,06 Technical Aptitude (Basic Programming and AIML Concepts),02 Intermediate,medium,Programming Fundamentals (1–20),"In C++, what is the output of: `string s = ""abc""; reverse(s.begin(), s.end()); cout << s;`?",,,,,,,cba,"`reverse` reverses the string: `""abc""` becomes `""cba""`.",06 Technical Aptitude (Basic Programming and AIML Concepts)/02 Intermediate/README.md,https://github.com/rohanmistry231/CSE-Aptitude-Test-Practice-Hub
228,06 Technical Aptitude (Basic Programming and AIML Concepts),03 Advance,hard,Programming Fundamentals (1–20),"What is the output of this C code: `int x = 5; int *p = &x; *p += 2; printf(""%d %d"", x, *p);`?",,,,,,,7 7,`p` points to `x`. `*p += 2` modifies `x` to `5 + 2 = 7`. Both `x` and `*p` access the same memory. Output: `7 7`.,06 Technical Aptitude (Basic Programming and AIML Concepts)/03 Advance/README.md,https://github.com/rohanmistry231/CSE-Aptitude-Test-Practice-Hub
229,06 Technical Aptitude (Basic Programming and AIML Concepts),03 Advance,hard,Programming Fundamentals (1–20),"In Python, what is the output of: `x = [[0]*2]*3; x[0][0] = 1; print(x)`?",,,,,,,"[[1, 0], [1, 0], [1, 0]]","`[[0]*2]*3` creates three references to the same inner list. Modifying `x[0][0]` affects all rows. Output: `[[1, 0], [1, 0], [1, 0]]`.",06 Technical Aptitude (Basic Programming and AIML Concepts)/03 Advance/README.md,https://github.com/rohanmistry231/CSE-Aptitude-Test-Practice-Hub
230,06 Technical Aptitude (Basic Programming and AIML Concepts),03 Advance,hard,Programming Fundamentals (1–20),"In Java, what is the output of: `String s1 = new String(""test""); String s2 = new String(""test""); System.out.println(s1 == s2);`?",,,,,,,false,`==` checks reference equality. `new String` creates distinct objects. Output: `false`.,06 Technical Aptitude (Basic Programming and AIML Concepts)/03 Advance/README.md,https://github.com/rohanmistry231/CSE-Aptitude-Test-Practice-Hub
231,06 Technical Aptitude (Basic Programming and AIML Concepts),03 Advance,hard,Programming Fundamentals (1–20),"In C++, what is the output of: `int x = 10; auto f = [&x]() { x += 5; return x; }; cout << f() << "" "" << x;`?",,,,,,,15 15,"Lambda captures `x` by reference. `f()` increments `x` to `15`, returns `15`. `x` is also `15`. Output: `15 15`.",06 Technical Aptitude (Basic Programming and AIML Concepts)/03 Advance/README.md,https://github.com/rohanmistry231/CSE-Aptitude-Test-Practice-Hub
232,06 Technical Aptitude (Basic Programming and AIML Concepts),03 Advance,hard,Programming Fundamentals (1–20),"In Python, what is the output of: `def f(x=[]): x.append(1); return x; print(f(), f())`?",,,,,,,"[1] [1, 1]","Default list `x` is shared across calls. First `f()`: `x = [1]`. Second `f()`: `x = [1, 1]`. Output: `[1] [1, 1]`.",06 Technical Aptitude (Basic Programming and AIML Concepts)/03 Advance/README.md,https://github.com/rohanmistry231/CSE-Aptitude-Test-Practice-Hub
233,06 Technical Aptitude (Basic Programming and AIML Concepts),03 Advance,hard,Programming Fundamentals (1–20),"In C, what is the output of: `int x = 5; void *p = &x; printf(""%d"", *(int*)p);`?",,,,,,,5,`p` is a void pointer to `x`. Cast to `int*` and dereference gives `5`. Output: `5`.,06 Technical Aptitude (Basic Programming and AIML Concepts)/03 Advance/README.md,https://github.com/rohanmistry231/CSE-Aptitude-Test-Practice-Hub
234,06 Technical Aptitude (Basic Programming and AIML Concepts),03 Advance,hard,Programming Fundamentals (1–20),"In Java, what is the output of: `Integer a = 127; Integer b = 127; System.out.println(a == b);`?",,,,,,,true,Integer caching for `-128` to `127` reuses objects. `a` and `b` reference the same object. Output: `true`.,06 Technical Aptitude (Basic Programming and AIML Concepts)/03 Advance/README.md,https://github.com/rohanmistry231/CSE-Aptitude-Test-Practice-Hub
235,06 Technical Aptitude (Basic Programming and AIML Concepts),03 Advance,hard,Programming Fundamentals (1–20),"In Python, what is the output of: `x = {1: [1], 2: [2]}; y = x.copy(); y[1].append(3); print(x[1])`?",,,,,,,"[1, 3]","`copy()` creates a shallow copy. `y[1]` references the same list as `x[1]`. Appending `3` modifies `x[1]`. Output: `[1, 3]`.",06 Technical Aptitude (Basic Programming and AIML Concepts)/03 Advance/README.md,https://github.com/rohanmistry231/CSE-Aptitude-Test-Practice-Hub
236,06 Technical Aptitude (Basic Programming and AIML Concepts),03 Advance,hard,Programming Fundamentals (1–20),"In C++, what is the output of: `int arr[] = {1, 2, 3}; int *p = arr; cout << *(p + 1) * *(p + 2);`?",,,,,,,6,"`*(p + 1) = arr[1] = 2`, `*(p + 2) = arr[2] = 3`. `2 * 3 = 6`. Output: `6`.",06 Technical Aptitude (Basic Programming and AIML Concepts)/03 Advance/README.md,https://github.com/rohanmistry231/CSE-Aptitude-Test-Practice-Hub
237,06 Technical Aptitude (Basic Programming and AIML Concepts),03 Advance,hard,Programming Fundamentals (1–20),"In C, what is the output of: `union U { int x; char c; } u; u.x = 258; printf(""%d"", u.c);`?",,,,,,,2,Union shares memory. `x = 258` (binary `00000001 00000010`). `c` reads first byte (`00000010` = 2). Output: `2`.,06 Technical Aptitude (Basic Programming and AIML Concepts)/03 Advance/README.md,https://github.com/rohanmistry231/CSE-Aptitude-Test-Practice-Hub
238,06 Technical Aptitude (Basic Programming and AIML Concepts),03 Advance,hard,Programming Fundamentals (1–20),"In Python, what is the output of: `from functools import reduce; print(reduce(lambda x, y: x + y, [1, 2, 3], 0))`?",,,,,,,6,`reduce` applies `+` with initial value `0`: `((0 + 1) + 2) + 3 = 6`. Output: `6`.,06 Technical Aptitude (Basic Programming and AIML Concepts)/03 Advance/README.md,https://github.com/rohanmistry231/CSE-Aptitude-Test-Practice-Hub
239,06 Technical Aptitude (Basic Programming and AIML Concepts),03 Advance,hard,Programming Fundamentals (1–20),"In Java, what is the output of: `try { throw new Exception(""Error""); } catch (Exception e) { System.out.println(""Caught""); } finally { System.out.println(""Finally""); }`?",,,,,,,Caught Finally,"Exception is caught, prints `Caught`. `finally` always executes. Output: `Caught Finally`.",06 Technical Aptitude (Basic Programming and AIML Concepts)/03 Advance/README.md,https://github.com/rohanmistry231/CSE-Aptitude-Test-Practice-Hub
240,06 Technical Aptitude (Basic Programming and AIML Concepts),03 Advance,hard,Programming Fundamentals (1–20),"In C++, what is the output of: `vector<int> v = {1, 2, 3}; transform(v.begin(), v.end(), v.begin(), [](int x) { return x * x; }); cout << v[1];`?",,,,,,,4,"`transform` squares each element. `v = [1, 4, 9]`. `v[1] = 4`. Output: `4`.",06 Technical Aptitude (Basic Programming and AIML Concepts)/03 Advance/README.md,https://github.com/rohanmistry231/CSE-Aptitude-Test-Practice-Hub
